City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
299,Vorgashor,67.5833,63.95,-11.36,87,77,7.44,RU,1731196032
300,Anadyr,64.75,177.4833,-5.72,92,20,1.0,RU,1731196034
301,Lata,40.1629,-8.3327,10.6,89,85,1.42,PT,1731196036
302,Igrim,63.1906,64.4162,-9.76,91,28,3.96,RU,1731196038
303,Mynamaki,60.7446,22.0243,4.5,97,34,1.55,FI,1731196039
304,Kalispell,48.1958,-114.3129,2.88,85,100,0.0,US,1731196043
305,Papao,-17.75,-149.55,27.82,91,71,7.38,PF,1731196045
306,Lompoc,34.6391,-120.4579,20.23,29,0,4.12,US,1731196047
307,Lerwick,60.1545,-1.1494,9.71,73,100,7.78,GB,1731196048
308,Port hope,43.9408,-82.7127,7.04,65,99,2.57,US,1731196050
309,Praia da vitoria,38.7333,-27.0667,20.14,94,40,3.58,PT,1731196052
310,Okha,53.5739,142.9478,-1.93,77,100,3.23,RU,1731196054
311,Henryetta,35.4398,-95.9819,18.97,64,0,2.98,US,1731196056
312,Bonthe,7.5264,-12.505,25.8,82,66,1.99,SL,1731196057
313,Bac lieu,9.285,105.7244,26.82,85,100,6.7,VN,1731196059
314,Kakata,6.53,-10.3517,23.92,94,98,1.35,LR,1731196061
315,Kostomuksha,64.571,30.5767,-0.72,75,15,4.13,RU,1731196063
316,Kota bharu,6.1333,102.2386,23.97,100,20,1.03,MY,1731196065
317,Seminole,28.7086,-81.2081,25.23,81,0,3.6,US,1731196066
318,Moranbah,-22.0016,148.0466,32.33,32,81,6.09,AU,1731196068
319,Madaoua,14.073,5.96,22.59,19,15,4.28,NE,1731196070
320,Mikun',62.3547,50.0771,-2.76,84,98,4.64,RU,1731196072
321,Barranca,-10.75,-77.7667,18.59,81,85,3.7,PE,1731196074
322,Sarrebourg,48.7333,7.05,6.52,90,6,1.09,FR,1731196076
323,Pechea,45.6333,27.8,5.74,71,78,7.62,RO,1731196078
324,Caleta olivia,-46.4393,-67.5281,15.13,27,4,13.55,AR,1731196080
325,Katabu,-4.9333,122.5167,28.01,78,81,1.72,ID,1731196081
326,Zeya,53.75,127.2667,-5.84,91,100,3.34,RU,1731196083
327,Carutapera,-1.195,-46.02,26.37,80,32,4.29,BR,1731196085
328,Nadi,-17.8,177.4167,29.0,61,40,6.17,FJ,1731196009
329,Vincentown,39.934,-74.7485,9.14,48,0,2.57,US,1731196089
330,Fort mcmurray,56.7268,-111.381,5.73,48,75,1.03,CA,1731196004
331,Yakeshi,49.2833,120.7333,-3.63,55,42,8.59,CN,1731196092
332,Las tablas,7.7667,-80.2833,23.99,99,100,0.66,PA,1731196094
333,Margate,51.3813,1.3862,8.16,85,75,3.62,GB,1731196096
334,Hasaki,35.7333,140.8333,18.02,81,98,6.18,JP,1731196097
335,Allapalli,19.4167,80.0667,18.53,77,0,0.75,IN,1731196099
336,Nizhnesortymskiy,62.4397,71.7603,-10.28,90,96,7.65,RU,1731196101
337,Khorinsk,52.1657,109.7726,-13.3,93,47,0.25,RU,1731196103
338,Sona,45.4388,10.8255,7.51,100,100,1.54,IT,1731196105
339,Guerrero negro,27.9769,-114.0611,20.76,36,0,4.41,MX,1731196107
340,Yamada,39.4667,141.95,11.88,62,7,1.25,JP,1731196109
341,Bamboo flat,11.7,92.7167,28.05,83,40,2.57,IN,1731196110
342,Pingliang,35.5392,106.6861,7.45,60,40,0.88,CN,1731196112
343,Kayenta,36.7278,-110.2546,9.01,35,0,0.48,US,1731196116
344,Lushun,38.8,121.2667,16.12,75,91,4.44,CN,1731196118
345,Ust'-barguzin,53.45,108.9833,-6.5,74,60,0.96,RU,1731196120
346,Acapulco de juarez,16.8634,-99.8901,25.4,78,85,2.66,MX,1731196122
347,Korsakov,46.6328,142.7813,1.91,82,68,4.91,RU,1731196123
348,Honggang,46.4667,124.8667,7.46,55,100,8.23,CN,1731196125
349,Champerico,14.3,-91.9167,27.33,80,83,2.41,GT,1731196127
350,Lubango,-14.9172,13.4925,16.92,94,94,1.54,AO,1731196129
351,Dudinka,69.4058,86.1778,-17.32,90,57,4.48,RU,1731196130
352,Abqaiq,25.9371,49.6776,22.16,45,2,3.19,SA,1731196132
353,Ghat,24.9647,10.1728,17.13,40,0,1.18,LY,1731196134
354,Saldanha,-33.0117,17.9442,15.03,89,3,6.53,ZA,1731196136
355,Rapar,23.5667,70.6333,25.34,65,2,2.5,IN,1731196138
356,Cardigan,52.0847,-4.6591,11.05,92,100,3.67,GB,1731196140
357,Conde,-7.2597,-34.9075,25.7,78,40,2.06,BR,1731196141
358,Tindouf,27.6711,-8.1474,24.25,19,0,1.03,DZ,1731196143
359,Altoona,40.5187,-78.3947,8.56,46,77,1.74,US,1731196145
360,Galliano,29.4422,-90.2992,26.0,83,100,4.12,US,1731196147
361,Parauna,-16.9478,-50.4486,20.82,94,66,1.75,BR,1731196149
362,Saint-pierre,-21.3393,55.4781,22.82,78,20,1.03,RE,1731196150
363,Kabansk,52.0486,106.6528,-5.12,70,55,2.53,RU,1731196152
364,Saynshand,44.8824,110.1163,-0.65,32,2,1.64,MN,1731196154
365,Souillac,-20.5167,57.5167,25.21,88,40,4.12,MU,1731196156
366,Stonehaven,56.9637,-2.2118,8.29,99,97,3.21,GB,1731196158
367,Valparaiso,-33.0393,-71.6273,20.13,68,0,4.63,CL,1731196160
368,Noumea,-22.2763,166.4572,28.33,99,0,7.99,NC,1731196161
369,Pudasjarvi,65.3833,26.9167,-0.37,75,59,1.52,FI,1731196163
370,Nchelenge,-9.3451,28.734,24.32,70,63,3.72,ZM,1731196165
371,Taroa,8.7058,171.2275,28.38,68,97,10.64,MH,1731196167
372,Vrangel',42.7297,133.0839,9.63,89,43,1.18,RU,1731196169
373,Watford city,47.8022,-103.2832,8.92,57,74,1.54,US,1731196171
374,Bubaque,11.2833,-15.8333,28.76,68,0,4.62,GW,1731196172
375,El porvenir,13.7617,-87.3458,22.41,95,93,1.36,HN,1731196174
376,Leava,-14.3,-178.1667,27.31,78,98,5.41,WF,1731196176
377,Porvoo,60.3923,25.6651,3.52,95,35,1.16,FI,1731196178
378,Uturoa,-16.7333,-151.4333,27.62,75,63,3.14,PF,1731196180
379,Pauini,-7.7136,-66.9764,23.91,85,98,0.75,BR,1731196182
380,Alexandria,31.2156,29.9553,20.24,61,23,4.14,EG,1731196183
381,Chibougamau,49.9168,-74.3659,-1.21,74,100,6.17,CA,1731196185
382,Digboi,27.3833,95.6333,16.91,90,0,0.38,IN,1731196187
383,Batticaloa,7.7102,81.6924,24.97,87,84,4.15,LK,1731196189
384,Santa ana,33.7456,-117.8678,25.46,26,0,4.12,US,1731195794
385,Las heras,-46.5419,-68.9359,11.54,33,9,11.61,AR,1731196192
386,Axim,4.8699,-2.2405,24.02,94,89,1.19,GH,1731196194
387,Manokwari,-0.8667,134.0833,27.89,73,88,0.26,ID,1731196196
388,Ostrov,57.3439,28.3537,6.56,86,100,1.94,RU,1731196198
389,Dapa,9.7594,126.0531,27.61,81,80,3.99,PH,1731196200
390,Aasiaat,68.7098,-52.8699,-3.4,82,100,5.89,GL,1731196201
391,Suntar,62.1444,117.6319,-7.62,90,100,3.89,RU,1731196203
392,Ta`u,-14.2336,-169.5144,27.01,81,42,8.24,AS,1731196205
393,Quesnel,52.9999,-122.5029,5.28,75,40,2.06,CA,1731196207
394,Jamestown,42.097,-79.2353,8.8,63,0,2.57,US,1731196209
395,Chanal,16.7167,-92.4,14.12,99,86,1.19,MX,1731196211
396,Berezovo,63.9381,65.0419,-9.04,87,47,5.13,RU,1731196213
397,Sarmiento,-45.5882,-69.07,11.43,37,0,17.21,AR,1731196214
398,Mpongwe,-13.5091,28.155,19.46,68,83,2.02,ZM,1731196216
399,Yaren,-0.5472,166.916,27.74,66,50,3.44,NR,1731196218
400,N'zeto,-7.2312,12.8666,25.3,86,100,3.59,AO,1731196220
401,Watertown,42.3709,-71.1828,7.97,39,0,3.58,US,1731196222
402,Lagunas,-5.2269,-75.6753,23.99,96,84,1.21,PE,1731196224
403,Callao,-12.0667,-77.15,22.07,68,0,7.2,PE,1731196225
404,Nyurba,63.2842,118.3319,-8.49,93,100,3.61,RU,1731196227
405,Maricopa,33.0581,-112.0476,22.36,18,0,2.57,US,1731196229
406,Ceeldheer,3.8488,47.1806,25.16,91,27,3.08,SO,1731196231
407,Colchani,-20.3,-66.9333,14.15,38,67,6.37,BO,1731196233
408,Novyy urengoy,66.0833,76.6333,-6.51,95,100,7.94,RU,1731196234
409,Chernyshevskiy,63.0128,112.4714,-11.26,93,100,3.79,RU,1731196236
410,Shevchenko,48.5,35.0,3.96,81,4,1.42,UA,1731196238
411,Fale old settlement,-9.3852,-171.2468,28.41,75,71,5.04,TK,1731196240
412,Corner brook,48.9667,-57.9484,0.67,78,44,4.87,CA,1731196242
413,Camana,-16.6228,-72.7111,18.67,80,4,2.18,PE,1731196243
414,Ancud,-41.8697,-73.8203,10.77,78,89,2.34,CL,1731196245
415,Vilyuchinsk,52.9306,158.4028,-5.85,77,47,2.25,RU,1731196247
416,Ta'izz,13.5,44.0,18.12,76,20,2.55,YE,1731196249
417,Divnogorsk,55.9594,92.3619,-3.73,55,76,5.66,RU,1731196251
418,Petrov val,50.1434,45.2096,2.77,87,21,6.45,RU,1731196253
419,Amga,60.8953,131.9608,-15.54,97,98,0.77,RU,1731196255
420,Imbituba,-28.24,-48.6703,16.79,72,13,2.42,BR,1731196257
421,Minab,27.1467,57.0801,24.86,51,0,1.01,IR,1731196259
422,Makarska,43.2969,17.0178,13.55,51,5,2.47,HR,1731196261
423,Mount isa,-20.7333,139.5,36.87,12,74,4.12,AU,1731196262
424,Portland,45.5234,-122.6762,13.3,78,100,2.06,US,1731195777
425,Agalatovo,60.2195,30.2739,0.81,93,5,2.14,RU,1731196266
426,Palmer,42.1584,-72.3287,5.84,44,1,1.54,US,1731196271
427,Ulety,51.3572,112.4849,-10.78,92,8,1.75,RU,1731196273
428,Mounana,-1.4085,13.1586,20.18,99,100,0.9,GA,1731196275
429,Korla,41.7597,86.1469,6.72,63,61,1.15,CN,1731196277
430,Dalhart,36.0595,-102.5133,11.01,46,0,4.63,US,1731196279
431,Christchurch,-43.5333,172.6333,18.56,59,91,8.23,NZ,1731196040
432,Sabha,27.0377,14.4283,16.81,38,0,4.22,LY,1731196282
433,Veternik,45.2533,19.7594,6.04,54,97,2.55,RS,1731196284
434,Shangrao,28.4532,117.9686,17.16,97,99,1.75,CN,1731196250
435,Plettenberg bay,-34.0527,23.3716,15.83,81,65,1.38,ZA,1731196288
436,Baie-comeau,49.2168,-68.1489,-0.18,59,0,3.09,CA,1731196290
437,Ashburton,-37.8626,145.0794,18.98,60,10,0.89,AU,1731196291
438,Volzhskiy,48.7858,44.7797,3.89,80,30,4.21,RU,1731196293
439,Nuuk,64.1835,-51.7216,-1.66,86,100,2.57,GL,1731196295
440,Coari,-4.085,-63.1414,26.76,74,90,1.01,BR,1731196297
441,Vidyayevo,69.3191,32.8049,1.79,77,100,9.91,RU,1731196299
442,Kirakira,-10.4544,161.9205,28.73,80,83,3.31,SB,1731196301
443,Bintulu,3.1667,113.0333,24.23,94,20,1.03,MY,1731196303
444,Baranivka,50.2969,27.6622,1.09,86,22,0.79,UA,1731196304
445,Happy valley-goose bay,53.3168,-60.3315,-2.83,63,0,4.63,CA,1731196306
446,Trumann,35.6737,-90.5073,16.06,98,93,2.46,US,1731196308
447,Issia,6.4922,-6.5856,22.32,92,99,1.26,CI,1731196310
448,Waterford,42.7023,-83.4027,9.02,73,75,3.6,US,1731196312
449,Ikwiriri,-7.9562,38.9716,22.87,94,5,0.85,TZ,1731196314
450,Inhambane,-23.865,35.3833,21.45,88,89,2.01,MZ,1731196315
451,Buala,-8.145,159.5921,28.84,74,100,3.88,SB,1731196317
452,Fuglafjordur,62.244,-6.814,8.79,96,81,7.63,FO,1731196319
453,Naze,28.3667,129.4833,24.51,82,99,7.3,JP,1731196321
454,Charters towers,-20.1,146.2667,30.63,42,25,7.02,AU,1731196323
455,Djambala,-2.5447,14.7533,18.43,97,100,1.82,CG,1731196324
456,Bati,11.1833,40.0167,17.05,53,7,2.91,ET,1731196326
457,Paradip garh,20.3167,86.6167,21.89,80,0,3.97,IN,1731196328
458,Cumberland,35.0502,-78.8664,16.28,62,0,1.54,US,1731196330
459,El calafate,-50.3408,-72.2768,8.14,66,40,5.85,AR,1731196332
460,Dogondoutchi,13.6393,4.0287,24.42,19,34,4.02,NE,1731196333
461,Kattivakkam,13.2167,80.3167,26.65,98,100,4.78,IN,1731196335
462,Kutaisi,42.2496,42.6997,9.43,62,0,4.63,GE,1731196337
463,Gibara,21.1097,-76.1317,25.38,88,84,6.09,CU,1731196339
464,Sofifi,0.7349,127.576,28.06,77,100,0.77,ID,1731196343
465,Scottburgh,-30.2867,30.7532,18.46,93,100,3.04,ZA,1731196345
466,Vila franca do campo,37.7167,-25.4333,20.23,99,98,2.5,PT,1731196346
467,Rotorua,-38.1387,176.2452,19.99,59,100,2.55,NZ,1731196348
468,Elizabeth city,36.2946,-76.2511,11.12,70,51,2.38,US,1731196350
469,Remire-montjoly,4.9167,-52.2667,28.02,83,0,3.09,GF,1731196352
470,Griffith,41.5284,-87.4237,11.28,71,100,5.66,US,1731196354
471,Dnipro,48.45,34.9833,3.3,82,4,1.48,UA,1731196355
472,Tarko-sale,64.9225,77.785,-5.95,95,100,9.58,RU,1731196357
473,Tarauaca,-8.1614,-70.7656,23.33,87,100,1.2,BR,1731196359
474,Tilcara,-23.5776,-65.3509,10.34,93,88,1.94,AR,1731196361
475,Buchanan,5.8808,-10.0467,26.56,82,95,3.5,LR,1731196363
476,Cooma,-36.2333,149.1333,21.38,19,76,0.49,AU,1731196365
477,Broome,42.2506,-75.833,5.0,66,1,0.43,US,1731196366
478,Manati,18.4275,-66.4921,26.76,95,100,0.6,PR,1731196368
479,Bandarbeyla,9.4942,50.8122,25.09,76,100,6.3,SO,1731196370
480,Zarghun shahr,32.8473,68.4457,5.84,54,1,2.4,AF,1731196372
481,Urangan,-25.3,152.9,24.66,78,84,4.74,AU,1731196374
482,Dawei,14.0833,98.2,23.74,86,72,1.95,MM,1731196376
483,Belmonte,-15.8631,-38.8828,25.47,88,48,4.92,BR,1731196377
484,Vangaindrano,-23.35,47.6,21.62,92,48,1.43,MG,1731196379
485,San luis,-33.295,-66.3356,23.9,48,1,2.97,AR,1731196381
486,Manakara,-22.1333,48.0167,20.4,95,23,1.88,MG,1731196383
487,Broken hill,-31.95,141.4333,21.83,33,97,5.4,AU,1731196385
488,Umba,66.6871,34.3429,1.17,74,20,5.78,RU,1731196387
489,Moberly,39.4184,-92.4382,11.07,93,100,3.6,US,1731196357
490,Walvis bay,-22.9575,14.5053,15.53,82,15,1.54,NA,1731196390
491,Bengkulu,-3.8004,102.2655,25.0,88,100,1.14,ID,1731196392
492,Newman,37.3138,-121.0208,20.59,34,82,1.04,US,1731196396
493,Ketchikan,55.3422,-131.6461,6.99,87,100,4.12,US,1731196398
494,Sumbawa besar,-8.5,117.4333,30.19,63,54,1.18,ID,1731196399
495,Holualoa,19.6228,-155.9522,25.91,77,75,3.6,US,1731196401
496,Sumenep,-7.0167,113.8667,29.59,66,94,4.31,ID,1731196403
497,Bukama,-9.2,25.85,20.06,96,100,1.13,CD,1731196405
498,Isangel,-19.55,169.2667,26.06,69,20,3.09,VU,1731196407
499,Jian'ou,27.0469,118.3253,19.4,86,99,1.2,CN,1731196408
500,Ulladulla,-35.35,150.4667,19.2,62,86,6.45,AU,1731196412
501,Tofol,5.3248,163.0078,29.25,71,11,5.78,FM,1731196414
502,Modimolle,-24.7,28.4,22.53,53,100,1.16,ZA,1731196416
503,Iskateley,67.6803,53.1512,-6.6,84,91,4.05,RU,1731196418
504,Okhotsk,59.3833,143.3,-15.56,72,31,3.29,RU,1731196420
505,Piacabucu,-10.4056,-36.4344,25.48,82,82,6.85,BR,1731196421
506,Tazacorte,28.629,-17.9293,25.64,29,0,4.02,ES,1731196423
507,Kievka,50.2619,71.5514,-2.67,94,100,12.17,KZ,1731196425
508,Anlu,31.1661,112.5831,14.42,80,72,2.66,CN,1731196427
509,Kapuskasing,49.4169,-82.4331,6.05,56,20,6.69,CA,1731196429
510,Sterling,39.0062,-77.4286,9.77,51,0,0.0,US,1731196431
511,Spring creek,40.7266,-115.5859,14.83,33,15,0.89,US,1731196432
512,Quellon,-43.1167,-73.6167,7.59,85,70,1.37,CL,1731196434
513,Zakamensk,50.3741,103.2863,-9.0,75,43,0.4,RU,1731196436
514,Miramichi,47.0043,-65.4654,-0.72,58,6,4.08,CA,1731196438
515,Swakopmund,-22.6833,14.5333,16.66,78,20,2.24,NA,1731196440
516,Castillos,-34.1667,-53.8333,13.86,83,0,2.69,UY,1731196441
517,Puerto san jose,13.9256,-90.8244,27.03,83,100,3.09,GT,1731196443
518,Masterton,-40.9597,175.6575,13.73,95,100,0.5,NZ,1731196445
519,Yangjiang,21.85,111.9667,23.78,58,100,4.0,CN,1731196447
520,Kenai,60.5544,-151.2583,3.41,71,100,8.75,US,1731196449
521,Anqing,30.5092,117.0506,17.6,85,76,0.99,CN,1731196450
522,Kibungan,16.695,120.6553,17.99,72,5,0.57,PH,1731196452
523,Dongola,19.1667,30.4833,21.3,32,3,5.13,SD,1731196454
524,Darlowo,54.421,16.4107,3.77,87,1,3.51,PL,1731196456
525,Sadjoavato,-12.6334,49.349,21.06,80,0,1.13,MG,1731196458
526,Viqueque,-8.8673,126.3658,29.57,58,43,2.16,TL,1731196460
527,Weno,7.4515,151.8468,30.97,70,75,3.09,FM,1731196463
528,Polyarnyy,69.1989,33.4478,2.81,78,99,10.08,RU,1731196465
529,Dalandzadgad,43.5708,104.425,3.2,41,27,4.9,MN,1731196467
530,Plastun,44.7561,136.2939,5.43,68,28,1.04,RU,1731196469
531,Kerewan,13.4898,-16.0888,24.37,50,0,1.71,GM,1731196471
532,Djibo,14.1022,-1.6306,25.36,18,5,4.16,BF,1731196473
533,Ar rutbah,33.0381,40.2848,14.17,47,96,4.22,IQ,1731196475
534,Petukhovo,55.0692,67.9019,0.15,98,100,7.31,RU,1731196476
535,Adam,22.3756,57.5233,22.58,65,0,1.55,OM,1731196478
536,Murudeshwara,14.0943,74.4845,28.33,54,5,1.74,IN,1731196480
537,Minas de marcona,-15.2119,-75.1103,15.22,72,100,4.49,PE,1731196482
538,Kavaratti,10.5669,72.642,27.86,72,5,1.51,IN,1731196484
539,Emerald,-23.5333,148.1667,30.19,47,31,6.17,AU,1731196486
540,Samho-rodongjagu,39.9475,127.8711,11.86,61,99,1.55,KP,1731196487
541,Metro,-5.1131,105.3067,26.11,86,98,0.91,ID,1731196489
542,Hamlin,43.3031,-77.9211,5.47,75,25,2.75,US,1731196491
543,Bulungu,-4.55,18.6,20.04,99,100,1.28,CD,1731196493
544,Chul'man,56.8479,124.9104,-11.54,93,100,3.59,RU,1731196495
545,Eirunepe,-6.6603,-69.8736,24.5,93,100,0.97,BR,1731196497
546,Burang,30.25,81.1667,-0.33,82,18,1.33,CN,1731196499
547,Ujae,8.9322,165.7642,28.53,79,31,8.58,MH,1731196501
548,Gebeit,21.0667,36.3167,21.49,79,40,2.2,SD,1731196503
549,Lake havasu city,34.4839,-114.3224,23.29,15,0,0.0,US,1731196506
550,Tailai,46.3833,123.4,6.48,49,85,7.99,CN,1731196509
551,Aripuana,-9.1667,-60.6333,24.35,89,100,0.63,BR,1731196512
552,Sultanah,24.4926,39.5857,27.25,22,0,3.09,SA,1731196514
553,Calderitas,18.55,-88.25,26.61,84,92,1.82,MX,1731196516
554,Aljezur,37.3191,-8.8033,15.54,71,100,3.19,PT,1731196520
555,Boden,65.8252,21.6886,0.29,80,81,1.25,SE,1731196521
556,Sao felix do xingu,-6.6447,-51.995,26.4,70,77,1.22,BR,1731196523
557,Prince george,53.9166,-122.753,0.69,94,100,0.0,CA,1731196525
558,Anaconda,46.1285,-112.9423,6.25,72,15,2.65,US,1731196527
559,Luena,-11.7833,19.9167,16.1,97,83,1.7,AO,1731196529
560,Casino,-28.8667,153.05,30.37,51,68,1.82,AU,1731196531
561,Robbah,33.2797,6.9098,15.8,44,22,1.77,DZ,1731196532
562,Bernay,49.1667,0.6667,10.07,94,100,2.02,FR,1731196534
563,Saint-joseph,-21.3667,55.6167,22.21,84,37,3.66,RE,1731196536
564,Hlybokaye,55.1382,27.6879,2.56,96,44,2.11,BY,1731196538
565,Kiama,-34.6833,150.8667,24.65,75,72,0.45,AU,1731196540
566,Gueret,46.1667,1.8667,9.22,99,52,0.76,FR,1731196541
567,Alaghsas,17.0187,8.0168,21.58,22,45,7.41,NE,1731196543
568,Saint-louis,16.3333,-15.0,28.28,14,18,4.16,SN,1731196545
569,Necochea,-38.5473,-58.7368,19.11,71,100,3.61,AR,1731196547
570,Hacienda huancane,-15.8222,-70.8856,8.58,39,82,3.45,PE,1731196549
571,Mangrol,21.1167,70.1167,26.38,63,22,3.61,IN,1731196551
572,Downpatrick,54.3263,-5.7035,11.96,96,100,5.04,GB,1731196553
573,Banda aceh,5.5577,95.3222,25.84,78,100,2.74,ID,1731196554
574,Paracuru,-3.41,-39.0306,25.79,82,8,5.88,BR,1731196556
575,Meadow lakes,61.6247,-149.6011,4.23,60,100,5.66,US,1731196558
576,Jwaneng,-24.6004,24.7303,18.76,78,45,3.17,BW,1731196560
577,Abhar,36.1468,49.218,4.22,88,9,1.29,IR,1731196562
578,Mossel bay,-34.1831,22.146,14.96,80,79,7.18,ZA,1731196563
579,Businga,3.3333,20.8833,21.17,99,100,1.21,CD,1731196565
580,Mariehamn,60.0973,19.9348,2.92,100,100,0.51,AX,1731196567
581,Sur,22.5667,59.5289,26.14,60,0,2.66,OM,1731196569
582,Molina,-35.1167,-71.2833,20.76,58,0,4.12,CL,1731196571
583,Puerto lempira,15.2667,-83.7667,29.08,74,20,4.12,HN,1731196573
584,Xichang,27.8964,102.2634,9.63,91,7,0.88,CN,1731196574
585,Sinabang,2.4803,96.3801,25.24,91,100,1.64,ID,1731196576
586,Khovd,48.0056,91.6419,-4.42,61,24,1.63,MN,1731196578
587,Keetmanshoop,-26.5833,18.1333,20.51,32,47,2.57,NA,1731196580
588,Brookings,44.3114,-96.7984,8.0,97,100,5.66,US,1731196582
589,Scarborough,54.2797,-0.4044,7.69,70,100,1.93,GB,1731196583
590,Fortuna,40.5982,-124.1573,13.88,68,0,3.6,US,1731196585
591,Pyhajarvi,67.0701,27.2176,-2.23,86,34,1.74,FI,1731196587
592,Pangody,65.85,74.4859,-6.15,95,100,5.81,RU,1731196589
593,Barrouallie,13.2333,-61.2667,26.79,78,75,1.54,VC,1731196591
594,Nianzishan,47.5167,122.8833,2.65,49,56,7.8,CN,1731196592
595,Yuktae-dong,40.0247,128.1597,11.99,61,99,1.48,KP,1731196594
596,Jayapura,-2.5333,140.7,28.66,69,67,1.48,ID,1731196596
597,Oamaru,-45.0784,170.9801,12.34,70,87,7.07,NZ,1731196598
598,Safi,32.1667,-8.8333,22.59,44,100,2.75,MA,1731196600
599,Pigeon forge,35.7884,-83.5543,19.99,77,20,0.0,US,1731196602
600,Trogir,43.5125,16.2517,14.03,47,0,3.6,HR,1731196603
601,Paulden,34.8856,-112.4682,18.1,27,0,0.7,US,1731196350
602,Dhalie,13.6957,44.7314,18.32,69,33,0.97,YE,1731196607
